PNU,위도,경도
1150010300100190009,37.5491123691572,126.846889566045
1150010300100240018,37.54824357142856,126.84695642857145
1150010300100240019,37.5480719314425,126.847333818535
1150010300100240021,37.5481224304752,126.847576448417
1150010300100240022,37.548,126.8475
1150010300100240023,37.54819571428572,126.84777857142856
1150010300100240025,37.54785,126.84774
1150010300100240026,37.54796,126.84784
1150010300100240029,37.5476830777208,126.847626002489
1150010300100240032,37.54775,126.84746
1150010300100240033,37.5478340689006,126.847334529972
1150010300100240034,37.547493333333335,126.84719333333334
1150010300100240035,37.547475,126.8469575
1150010300100240039,37.54787666666667,126.8467375
1150010300100240044,37.54738235294118,126.84673294117648
1150010300100240049,37.5473293680961,126.847155180672
1150010300100240065,37.546306,126.84672
1150010300100240067,37.54694,126.84638
1150010300100240070,37.54677,126.84668
1150010300100240076,37.54636,126.84693
1150010300100240078,37.54686,126.84626
1150010300100240084,37.54632333333333,126.8471
1150010300100240110,37.5457780683683,126.846907022688
1150010300100240113,37.54557,126.84673
1150010300100240133,37.54575142857143,126.84579428571428
1150010300100240141,37.5454594978751,126.846438633621
1150010300100240142,37.54539,126.8466
1150010300100240143,37.5452630581927,126.846490976021
1150010300100240150,37.54124,126.84336
1150010300100240151,37.54559,126.84702
1150010300100240152,37.54582666666666,126.84715666666666
1150010300100240190,37.5448528125,126.8469140625
1150010300100240195,37.5448,126.84658
1150010300100240200,37.54367,126.846469375
1150010300100240204,37.54473,126.84578
1150010300100240206,37.54474,126.84601
1150010300100240210,37.54494,126.84577
1150010300100240211,37.54497,126.84627
1150010300100240218,37.54519,126.84583
1150010300100240222,37.54559,126.84547
1150010300100240242,37.544465164109,126.844585356791
1150010300100240245,37.534881,126.839661
1150010300100240246,37.5442,126.84515
1150010300100240255,37.543885,126.84519
1150010300100240272,37.54408,126.84711
1150010300100240274,37.54189333333333,126.84857333333332
1150010300100240275,37.54382666666667,126.84753333333332
1150010300100240276,37.54397,126.84709
1150010300100240279,37.54376333333334,126.84752333333334
1150010300100240286,37.54384,126.8477
1150010300100240293,37.5431988008446,126.84741040414
1150010300100240294,37.543448,126.847468
1150010300100240296,37.54368,126.84754
1150010300100240303,37.54353,126.84808
1150010300100240308,37.54358,126.848425
1150010300100240309,37.5435450637976,126.848677829425
1150010300100240330,37.54856,126.847815
1150010300100240331,37.54858,126.84769
1150010300100240336,37.5483080790525,126.84795923848
1150010300100240338,37.54841,126.847705
1150010300100240340,37.54846,126.84765
1150010300100240345,37.54865681818182,126.8480240909091
1150010300100240481,37.54529,126.84568
1150010300100240490,37.5452,126.84519
1150010300100240498,37.54407,126.84426
1150010300100240499,37.54478,126.84484
1150010300100240523,37.546582170586,126.846668874168
1150010300100240530,37.54428,126.84482
1150010300100240550,37.54579,126.84645
1150010300100240551,37.54569,126.84639
1150010300100240558,37.54393666666667,126.84474
1150010300100240562,37.5448374922119,126.845642830089
1150010300100240568,37.54398,126.84483
1150010300100240593,37.548255871914,126.848068659381
1150010300100240619,37.54571,126.84683
1150010300100240620,37.54439,126.84466
1150010300100260005,37.547255588726,126.847304024696
1150010300100260015,37.546785,126.846705
1150010300100260018,37.54643888888889,126.84722
1150010300100290006,37.5478193621078,126.84815713252
1150010300100290015,37.54803,126.84717
1150010300100290016,37.5474030200762,126.847814306809
1150010300100290018,37.54746,126.84806
1150010300100290019,37.5474,126.84819
1150010300100290022,37.547188,126.848508
1150010300100290024,37.54700333333333,126.84811333333334
1150010300100290025,37.54705,126.84816
1150010300100290032,37.547045,126.846965
1150010300100290033,37.54700666666667,126.84668
1150010300100290040,37.5466843168157,126.847622490627
1150010300100290041,37.546795,126.847775
1150010300100290065,37.5461322227531,126.848211363148
1150010300100290076,37.54599666666667,126.84866666666666
1150010300100290083,37.5455356856786,126.848502823642
1150010300100290085,37.54548,126.84869
1150010300100290086,37.5456311989806,126.848578899125
1150010300100290088,37.54583333333333,126.84867666666668
1150010300100290091,37.54603,126.84884
1150010300100290097,37.54662,126.84853
1150010300100290101,37.54769,126.84809
1150010300100290102,37.5467,126.84789
1150010300100290171,37.54853428571429,126.84939714285714
1150010300100290180,37.54604,126.84873
1150010300100290197,37.54654,126.84957
1150010300100290198,37.5464,126.84968
1150010300100290201,37.54631,126.84985
1150010300100290202,37.54622,126.84971
1150010300100290219,37.54639,126.85142
1150010300100290221,37.54621,126.85144
1150010300100290230,37.546366,126.851324
1150010300100420001,37.5455917825448,126.852965336294
1150010300100420046,37.54642,126.85211
1150010300100420047,37.5467903704216,126.851875852334
1150010300100420049,37.5466808778453,126.852002581874
1150010300100420050,37.54657,126.8521
1150010300100420051,37.54642,126.85211
1150010300100420053,37.546346666666665,126.85228333333332
1150010300100420056,37.54609,126.85267
1150010300100420057,37.54604,126.85286
1150010300100420063,37.5466703905353,126.851328621708
1150010300100420065,37.5465,126.85196333333332
1150010300100420072,37.535221,126.839881
1150010300100420074,37.5462869760323,126.851942367693
1150010300100420075,37.54623,126.85186
1150010300100420077,37.54622,126.85212
1150010300100420078,37.54613,126.85222
1150010300100420079,37.54642,126.85211
1150010300100420080,37.54595,126.85222
1150010300100420082,37.54599,126.85243
1150010300100420085,37.535221,126.839881
1150010300100420091,37.54563,126.85322999999998
1150010300100420095,37.535221,126.839881
1150010300100420096,37.546155,126.85251
1150010300100420111,37.54572,126.85276
1150010300100420116,37.54579,126.85333
1150010300100420118,37.54555,126.85352
1150010300100420120,37.54642,126.85211
1150010300100420121,37.5458605470827,126.853542710245
1150010300100460010,37.535541,126.840112
1150010300100460014,37.5447841169476,126.849948682225
1150010300100460017,37.54453,126.85009
1150010300100460018,37.5444,126.85014
1150010300100460020,37.54445,126.84986
